,IntegratedGradients_L2,IntegratedGradients_L1,IntegratedGradients_sum,InputXGradient_L2,InputXGradient_L1,InputXGradient_sum,Saliency_L2,Saliency_L1,Saliency_sum,GradientShap_L2,GradientShap_L1,GradientShap_sum,Occlusion_L2,Occlusion_L1,Occlusion_sum,model,source,token_types,metric,model_index
0,-0.0070589712835843,0.0273058026531032,0.1314319067331014,-0.0648351966164796,-0.0446416347503719,0.0253859667018354,-0.0494487692363207,-0.0457368222089171,-0.1622134492235893,-0.037632007533024,-0.0348419125587977,-0.0005510992941047,0.20305713603869,0.20305713603869,0.2340922992836166,bert-base,scientsbank,False,RC,0
1,-0.039093909371504,-0.0349437654276274,0.0575987746337635,-0.0582239863733714,-0.0555455744035692,0.0219973708947093,-0.0514114341731637,-0.0537813555137689,-0.1173606035594773,-0.1032430400661151,-0.1025447447149595,-0.0128337205247564,0.1295757808030808,0.1295757808030808,0.1956638014557968,bert-large,scientsbank,False,RC,1
2,0.0976146122134473,0.1261311719988055,0.3982822452249777,-0.0814131385686484,-0.1010300332926775,0.1450495427338968,-0.0703646320370948,-0.0691152754721105,0.1000867286957899,0.0612890011680615,0.0538991723012914,0.1655835613973596,0.1597913252938043,0.1597913252938043,0.2591009974924086,roberta-base,scientsbank,False,RC,2
3,0.0634226021740892,0.0464490636665444,0.0940700183040567,0.0505806128195308,0.0502256352131079,0.1493424245603046,0.0631249331035251,0.060594974628208,0.1423670917316471,0.0537949195412368,0.0429115181943452,0.0964728216274332,0.0966386905243422,0.0966386905243422,0.1618573284947757,roberta-large,scientsbank,False,RC,5
4,0.1182007985167148,0.1368296544542964,0.1425775024597136,-0.009829137877288,0.0076818967784105,-0.0472334742511109,0.0214229899974123,0.0250967567369632,-0.0278558731475558,0.09429993652432,0.1018269400753725,0.0683204230680646,0.0622556266294019,0.0622556266294019,0.0626474889849679,albert-base,scientsbank,False,RC,6
5,0.0945051668941543,0.0994770634206969,0.1685029086177673,0.0665856218294309,0.0771092065591295,0.0240093425106755,0.0691376806709701,0.0765906100345036,-0.0127904345347333,-0.0081474522688778,-0.0129314955913866,0.0557409710622573,0.2013519784724143,0.2013519784724143,0.2218563172125006,albert-large,scientsbank,False,RC,7
6,0.1031030476443124,0.0675102554272688,0.1188484916633417,-0.0532648166094464,0.0634954571744628,0.2048484850332319,0.0169648888814543,0.0044047173003076,0.226480856948559,0.1007349533803262,0.0866582015914969,0.1344297807458908,0.1532819291516367,0.1532819291516367,0.1315277765976097,distilbert-base,scientsbank,False,RC,9
7,0.1180570699281117,0.1334362575331289,0.1958044817180245,0.122132834708427,0.1264636681982093,0.204022998250756,0.1374772713927639,0.1362613702097504,0.1112518337112051,0.1361226306621732,0.1161305635503735,0.2164047243037475,0.0949579195690703,0.0949579195690703,0.1969019554213513,distilroberta,scientsbank,False,RC,10
8,0.1434644892268145,0.1247050125040442,0.2736160607781409,-0.089462168154904,-0.0580346090972956,0.136345275393235,-0.0683715600446564,-0.0668123411036061,0.0367483746419026,0.1589750185657362,0.1426920025006183,0.311353116043934,0.1351465972542428,0.1351465972542428,0.3404399474178942,distilbert-base-squad2,scientsbank,False,RC,11
9,0.2606067183055695,0.2184587288425669,0.4600409565510992,0.0794702877532459,0.0659825104560452,0.2268822453240483,0.0624283905267313,0.0600452851745523,0.1563444302447474,0.150734630448257,0.1311087054312544,0.2640020154009448,0.2244127199191248,0.2244127199191248,0.3386392248197477,roberta-base-squad2,scientsbank,False,RC,12
10,0.1626921126726967,0.1338884005427697,0.3388933028231427,-0.1222009648029186,-0.132345642564147,0.0965244544934217,-0.1427017979676731,-0.1423503259365821,-0.0405279945148415,0.097361142020399,0.0997998411783884,0.2079600983230033,0.1908523231047631,0.1908523231047631,0.3099100442697008,distilroberta-base-squad2,scientsbank,False,RC,13
11,-0.0297750232253891,-0.0170370580083934,0.1382478120923221,-0.0552144499510343,-0.0460752626447531,0.0563568864683992,-0.0558872155820994,-0.055215364448947,-0.1815381618645301,-0.1022175449888668,-0.1113049105736323,-0.0622670947710744,0.1691349790917199,0.1691349790917199,0.2270028828403573,bert-base-squad2,scientsbank,False,RC,14
12,0.0394945356653995,0.0417351317595256,0.1953761918622717,-0.0232500044105472,-0.0334345390391347,-0.0213365699446679,-0.0528243334481917,-0.0497369122869615,-0.0648573731908611,0.0924701405482289,0.0834599738274513,0.108212574045037,0.2503587022802129,0.2503587022802129,0.2587079920144518,albert-base-squad2,scientsbank,False,RC,15
13,0.0028449673018308,0.002581463645799,-0.0377670359127045,0.0076354009406327,-0.0033859166470404,0.1686649350398224,0.0394790130841398,0.0362960947744425,0.5826561412875334,-0.0026348559323725,0.0010688030960544,-0.0319013018315127,-0.0383898164458479,-0.0383898164458479,-0.006896961457296,distilbert-base,scientsbank,False,DC,9
14,-0.0035295951751921,0.0101324008656461,-0.0916858241364459,-0.0700680509558,-0.066425286291353,-0.1042992352111387,-0.062039657223017,-0.0616066503152911,-0.1464964241843848,-0.0303492417987105,-0.0139714528756839,-0.0880145433079529,-0.1194026486743713,-0.1194026486743713,-0.1288237585784894,bert-base,scientsbank,False,DC,0
15,-0.067869058553574,-0.0639764129295177,-0.1347925251699042,-0.046404398961816,-0.0426419598390512,-0.1038465829002511,-0.0419171324078135,-0.0418959933600359,-0.1390365961258993,-0.0648202392350085,-0.0629449144419581,-0.1343413956140096,-0.1209843838264866,-0.1209843838264866,-0.1354234708455542,distilroberta,scientsbank,False,DC,10
16,-0.0485115822160562,-0.0428180798189026,-0.1215215965096369,0.000128526449596,-0.0016278679614214,-0.088426225569117,0.0070726858474997,0.0068572340182099,-0.0993009965323468,-0.0535021336672411,-0.0497385133040042,-0.1198415259771242,-0.1054335959235385,-0.1054336077714874,-0.1171704983573878,distilroberta-base-squad2,scientsbank,False,DC,13
17,-0.0209058875085663,-0.0211169949708126,-0.0444830899280737,-0.0037992918168219,-0.0019197383090076,-0.0309815791258528,-0.0076743868609913,-0.006310694917293,-0.0286021005963308,-0.033542503342806,-0.0329756530836275,-0.0531984039178902,-0.0562957669160172,-0.0562957669160172,-0.0628160153336212,albert-base-squad2,scientsbank,False,DC,15
18,-0.1084670671270953,-0.0844849478950888,-0.2255248263895787,-0.0613732599455451,-0.052773770425989,-0.1367267802249206,-0.0450464622124451,-0.0434769201551747,-0.1420355929533051,-0.0591927737129407,-0.0347133342736622,-0.1518416130104514,-0.1129725059146888,-0.1129724677379645,-0.1459765972415522,roberta-base-squad2,scientsbank,False,DC,12
19,-0.1296125077440351,-0.1183943466091824,-0.1409835450199689,-0.1543184688897934,-0.1574863528481117,-0.1479195051482562,-0.1673892656569938,-0.1683848581640872,-0.1882715354967166,-0.1162389862903393,-0.1115521777278327,-0.1435927704030802,-0.1424749096713735,-0.1424749079788094,-0.1502402516815567,roberta-large,scientsbank,False,DC,5
20,-0.0631415566303312,-0.0595408152991936,-0.1978398209031691,0.0212441654570667,0.0345653479127448,-0.0802307989196,0.0330119444983552,0.033371848733762,-0.0722002812333042,-0.0435748269659064,-0.0305794278250405,-0.1058717276706415,-0.1055618588659743,-0.1055619208138215,-0.1268474432542365,roberta-base,scientsbank,False,DC,2
21,-0.0656950833286471,-0.0637158885828877,0.0011212664219749,0.0158262234023982,0.010966523576137,-0.0074399106173404,0.013553725553512,0.0124746905373983,-0.022808625748303,-0.0203319758472637,-0.0115490145258061,-0.0250353762838556,-0.0796893998187222,-0.0796893998187222,-0.0863094099034745,albert-large,scientsbank,False,DC,7
22,-0.0404930238231186,-0.0393313962285306,-0.0675410094217921,0.0044405044736546,-0.0003151523131931,-0.003574392502018,0.001026792394285,-0.0022573966161148,-0.030062770897274,-0.045605436719828,-0.0404079948799135,-0.0702995508883223,-0.0807436134673302,-0.0807435423044116,-0.0905495380009863,albert-base,scientsbank,False,DC,6
23,-0.0837217446937476,-0.0770398594607505,-0.1717706084320417,-0.0603347151505294,-0.0586286832422663,-0.1440037470156258,-0.0538044337017368,-0.0539736526528093,-0.1606787027237802,-0.0869583147535362,-0.0738446381842732,-0.1548749455733741,-0.1422377668992929,-0.1422377860566114,-0.1702093200697325,bert-base-squad2,scientsbank,False,DC,14
24,0.0386477948018606,0.0466353208215859,0.0130048332867517,0.0177205168179214,0.0249105984184915,0.1485532303116317,0.0224766691688152,0.0218928908046886,0.1315746138569652,0.0360986141211696,0.0425741693110028,0.0136622061572174,0.0342449156526569,0.0342449156526569,0.0925925039445462,distilbert-base-squad2,scientsbank,False,DC,11
25,-0.0814485401868702,-0.0729645695735232,-0.2098922364547334,-0.0673160696482257,-0.06677293020026,-0.1496676331011301,-0.0581806777965947,-0.0582126562319398,-0.1549920439848691,-0.0503281108979338,-0.046201113985169,-0.152777762219683,-0.2122819637526545,-0.2122819917363815,-0.2305892215045828,bert-large,scientsbank,False,DC,1
26,0.5647323863185725,0.6754547332584689,0.6283085679667441,0.6931823637445783,0.6936364009840951,0.4900619256084079,0.6584218710307268,0.6575885762171224,0.5005113067811103,0.5392204093749022,0.6498080034802485,0.5639332980592595,0.5990445559298002,0.5990445559298002,0.5770330661915426,roberta-base,scientsbank,False,HA,2
27,0.6821916996378231,0.7241155407370611,0.56618920870424,0.7159312457538398,0.7170644272230209,0.4833297428399472,0.6891131249004404,0.690250161326763,0.497452358886621,0.6425099572580842,0.7003640956405179,0.5279412530318404,0.5892080300764442,0.5892080300764442,0.550899671410242,distilroberta,scientsbank,False,HA,10
28,0.5814080760387952,0.5806912211742641,0.5559529586645504,0.7100034019070364,0.7051891052308046,0.5443125514881623,0.7007133904829362,0.7006856990715771,0.5057891357101661,0.5334098875952873,0.5277022334518241,0.4860291429723046,0.6401558373188595,0.6401558373188595,0.611638084515807,bert-large,scientsbank,False,HA,1
29,0.5000990206282594,0.5287163774143855,0.5287186622568547,0.6853039791972948,0.6827897365126067,0.4907311354388318,0.6664815410333114,0.6695382345562813,0.5213340708396658,0.5073353992854378,0.5383210060725722,0.5042275370988204,0.5644582413974447,0.5644582413974447,0.5782100463743782,roberta-large,scientsbank,False,HA,5
30,0.6643874870705936,0.67036277581636,0.540557221994754,0.7365527322612406,0.7367053357827834,0.4901661477165049,0.7305400971000925,0.7273733550044534,0.5197579655748832,0.6339762585243193,0.6449440518206819,0.5115025963978874,0.6248145526991785,0.6248145526991785,0.6105702481602522,albert-large,scientsbank,False,HA,7
31,0.4996458001760906,0.5245810366844714,0.5250580116581957,0.6638318123032162,0.6608652701964232,0.5232482055442317,0.6327821868156192,0.6350538105317446,0.5177362926062149,0.4962033493295367,0.5156184917336265,0.5254692650211399,0.4962767898833605,0.4962767898833605,0.5290943682126601,distilbert-base-squad2,scientsbank,False,HA,11
32,0.5752903264967864,0.5927872502245632,0.5323591226116737,0.7196239549251017,0.7176947448792914,0.5128220872370166,0.6863181771086541,0.6885507255453558,0.5170441922457674,0.5682288152754651,0.5808480654508994,0.4948838122582569,0.5768075408869616,0.5768075408869616,0.5716810500457884,bert-base,scientsbank,False,HA,0
33,0.6962233492785013,0.7496026534029684,0.6346506148659585,0.7444079939956709,0.7436377473824805,0.5406583899231234,0.7284909589572687,0.7276537363735472,0.5126076209092001,0.6215880426687872,0.7045320361318889,0.5525757701856546,0.6119442374641414,0.6119442374641414,0.5776247329465247,roberta-base-squad2,scientsbank,False,HA,12
34,0.4057241953173968,0.4684527596943293,0.4989163235888669,0.6663287292846589,0.6622688480361015,0.5193134059873014,0.5630363866995656,0.5689695809396866,0.5013494083158746,0.420942945751113,0.4623813008499707,0.5059296295248367,0.5245942024796924,0.5245942024796924,0.5031476163756661,distilbert-base,scientsbank,False,HA,9
35,0.6570785453424819,0.6744829885255734,0.5341212093411187,0.6365860383706465,0.6420490738758868,0.499282633724624,0.6661237491539271,0.6683814833795173,0.5050033316198402,0.6317837653587758,0.635138365436616,0.5176409603309259,0.5895970867174696,0.5895970867174696,0.5847984028795894,albert-base-squad2,scientsbank,False,HA,15
36,0.6215860788017118,0.6334690383060967,0.5420253909620861,0.7472469021716078,0.7426617088331016,0.5299879827985566,0.728568064348112,0.729076262747297,0.5596223195148763,0.5902744926574853,0.5981829173095918,0.5249196631308356,0.596910399503199,0.596910399503199,0.565062544930638,bert-base-squad2,scientsbank,False,HA,14
37,0.6438244652641407,0.6716608781052305,0.5717945847963342,0.6383452240419164,0.6405889005278143,0.5016802522137864,0.6570689410202412,0.6545435775940169,0.4996794392284405,0.6181744365558844,0.636893344846716,0.521065547327174,0.591831444836406,0.591831444836406,0.5668136439888954,albert-base,scientsbank,False,HA,6
38,0.6595017702978095,0.7219547880122391,0.5734903355012483,0.7271029755767269,0.7257099413642447,0.5338562996800936,0.699363019022239,0.6991089936480753,0.4598688465661252,0.6392749557437364,0.7038589623666217,0.5640835315199646,0.6306722541798362,0.6306722541798362,0.5861230136711415,distilroberta-base-squad2,scientsbank,False,HA,13
39,-0.1830027302716222,-0.1835713193488058,-0.0512609992665345,-0.138802683700816,-0.1101227336217329,-0.2897501664100421,-0.1211822141282382,-0.123089628149526,-0.2687042924893544,-0.222100560131866,-0.219671920450724,-0.189757741696221,-0.0977949969267154,-0.0977949969267154,-0.0978555824134278,bert-base,scientsbank,True,RC,0
40,0.160158877246526,0.283561987659689,0.2015147591008641,0.2196521486185614,0.2618739075798502,0.076361833140025,0.1531603009292556,0.1537211167741818,0.1843704381081339,0.1837814217428238,0.230831423953813,0.1311429609982461,-0.1365865504258531,-0.1365865504258531,0.0153429506252288,roberta-base,scientsbank,True,RC,2
41,0.0801615719670419,0.0887330846940522,0.0858021950922021,0.0916061323029279,0.0897226476436875,0.1418948297679282,0.0926565855719131,0.0923222603766839,0.1476414584427952,0.0973929589263368,0.0955422057068136,0.0973594273368455,0.1629909248656517,0.1629909248656517,0.1897293958762012,roberta-large,scientsbank,True,RC,5
42,-0.0136495291154987,-0.0130989251639304,0.0577291667944741,0.0513638802817065,0.0471006434293001,-0.0625198403179953,0.0337672638630167,0.0318673182413488,0.0029925801068735,-0.0066434080638785,-0.0199590308753351,0.0414946942261022,0.1559037184590146,0.1559037184590146,0.1754255054001292,albert-base,scientsbank,True,RC,6
43,0.0346901446731887,0.0301750398540095,0.0934549422496473,-0.2165654133307656,-0.1929622984137004,-0.1440846712279028,-0.2101297104787248,-0.2066164381228421,-0.1765594828118021,0.0237862807749737,0.0093807288887351,0.0390656735041705,0.0866045145942245,0.0866045145942245,0.0376010677372795,albert-large,scientsbank,True,RC,7
44,0.1473686332321911,0.1399618860132459,0.260520679293622,0.0561152303949842,0.0653611091244067,0.0807739045277134,0.0583856238794304,0.0604303650039329,0.0023355895648014,0.0788446934706889,0.0636548453270653,0.1627703372472002,0.0907181548297549,0.0907181548297549,0.1830310034987547,distilroberta,scientsbank,True,RC,10
45,0.1899696039945878,0.172031575021846,0.2750777332751764,0.1519238235432077,0.156970175441471,0.1846389956618124,0.1455711875848983,0.1483381534359077,0.1898623791143309,0.1762397862254479,0.151195575491525,0.2242654052743171,0.2072022502440471,0.2072022502440471,0.2716293902710911,roberta-base-squad2,scientsbank,True,RC,12
46,0.1061639483660761,0.1112219601127256,0.3514716119462234,-0.16149648286008,-0.1647021790846783,-0.0210181722547506,-0.1653838610703916,-0.1637868428822856,-0.1186761088068092,0.0298847624055402,0.0442858180104606,0.223080939979617,0.1484768522859914,0.1484768522859914,0.2802603453624229,distilroberta-base-squad2,scientsbank,True,RC,13
47,-0.1500017775553177,-0.1060558089879065,-0.0332967546869637,-0.1889370596430585,-0.1796790638162935,-0.2098290692899446,-0.200865846623687,-0.2005242816533162,-0.2061369363839815,-0.0675693154634602,-0.0700164737269803,-0.1266500328390478,0.0932546672067793,0.0932546672067793,0.2121563140612932,bert-base-squad2,scientsbank,True,RC,14
48,-0.0073417035549086,-0.0185452174826547,0.1142002511897141,-0.0631302676746821,-0.0538916287204013,-0.0090801640868363,-0.0572500460964104,-0.0501564382043848,-0.0627570763181658,-0.0148051493623692,0.0125849008890996,0.0184234745970298,0.1221169072031152,0.1221169072031152,0.1169192821084694,albert-base-squad2,scientsbank,True,RC,15
49,0.0120386514758648,0.0151558210410771,-0.1335360342946791,-0.055559175831649,-0.0544830222743593,-0.1478005619466232,-0.0312402997146555,-0.0298769394821875,-0.1763280554701271,-0.0151396321916865,-0.003022024479748,-0.1394449935733029,-0.0813747866108049,-0.0813747866108049,-0.1058212796059677,bert-base,scientsbank,True,DC,0
50,-0.0760823017533215,-0.0641058837103918,-0.1534037400257503,-0.035598518540625,-0.0290981687469857,-0.136597133397741,-0.0285688301284361,-0.0264004971772458,-0.1325587517857572,-0.0501845318549091,-0.0350341990220324,-0.1477178504995035,-0.1321464769683203,-0.1321465151074321,-0.162919956938899,roberta-base-squad2,scientsbank,True,DC,12
51,-0.0223665880006084,-0.0152080093127602,-0.1878698767686144,-0.1150756067856742,-0.1156440132635405,-0.1775154145668633,-0.0954492863577858,-0.095274105011047,-0.2009389101498851,-0.0531989611411793,-0.038683387387354,-0.1841905872654624,-0.1340521837263397,-0.1340521837263397,-0.1562670582269754,bert-base-squad2,scientsbank,True,DC,14
52,0.041668804212569,0.0443262806439368,-0.1497644806428135,-0.0978528180708515,-0.0962426383135748,-0.1625077537631899,-0.0798974743477277,-0.0800033421780065,-0.1463231231777535,0.0203803341653862,0.0281066533635094,-0.1451184879629703,-0.1491482239037897,-0.1491482977998859,-0.1764167569401678,bert-large,scientsbank,True,DC,1
53,-0.0123841721322967,-0.0074035745376551,-0.0646130922612076,-0.0471814986103887,-0.0422156493989832,-0.0433848289201168,-0.0440834967947856,-0.0399861539252099,-0.0631099323033375,0.0010235170256874,-0.0027271789743417,-0.0263011081569821,-0.1014434181241265,-0.1014434181241265,-0.1109011047781486,albert-base,scientsbank,True,DC,6
54,-0.1140899815317327,-0.1040538812776115,-0.1630120445827753,-0.1503171209359441,-0.1526314233572888,-0.1737594300813191,-0.1515448480745717,-0.1517772935925242,-0.1938919574115653,-0.1645557425016746,-0.1505923679587654,-0.196479857245097,-0.1645377128263664,-0.1645377128263664,-0.1863810861123223,roberta-large,scientsbank,True,DC,5
55,-0.0423895589144948,-0.0287119030383671,-0.1086411378254486,-0.0101261671707558,-0.0001007210185798,-0.0689600323022745,-0.0197967583072297,-0.0200233397361482,-0.1127414015016606,-0.0423462512320459,-0.0303208286556773,-0.1038894460640997,-0.0796964539847119,-0.0796964539847119,-0.0994850037382976,distilroberta,scientsbank,True,DC,10
56,-0.0376414092325798,-0.0305479712198505,-0.1308049074709705,-0.0552477081365399,-0.0410456220465004,-0.1162677992048473,-0.0609526490450825,-0.0603592066788886,-0.1365289811894568,-0.0529511792933625,-0.0406330387521037,-0.1293395900897819,-0.0666864788325544,-0.0666864788325544,-0.0873933804714693,roberta-base,scientsbank,True,DC,2
57,-0.022182781272247,-0.0207695603446506,-0.0041701241490296,-0.026195600466736,-0.0276758695578851,-0.0432033785100265,-0.0278610741816522,-0.0280219298849908,-0.0355948288168108,-0.040574966344668,-0.0348764177994107,-0.0393970983402036,-0.0620791280892896,-0.0620791153010272,-0.0690228275674992,albert-large,scientsbank,True,DC,7
